Bairro;Título;Preco;Metros_Quadrados;Classificacao_IDH;IDH_Valor;Renda_Media_Mensal;IDE_Sem_Instrucao;IDE_Fund_Med_Incomp;IDE_Medio_Comp;IDE_Superior_Comp;Classificacao_IBEU;Condicoes_Ambientais_Urbanas;Condicoes_Habitacionais_Urbanas;Preco_m2
itaperi;Casa com 3 dormitórios à venda, 90 m² por R$ 385.000,00 - Itaperi - Fortaleza/CE;385000;90;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;4277,777778
sao bento;Casa com 2 dormitórios à venda, 70 m² por R$ 223.000,00 - São Bento - Fortaleza/CE;223000;70;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;3185,714286
jardim cearense;Casa com 2 dormitórios à venda, 54 m² por R$ 335.000,00 - Jardim Cearense - Fortaleza/CE;335000;54;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;6203,703704
parque santa maria;Casa com 2 dormitórios à venda, 70 m² por R$ 280.000,00 - Messejana - Fortaleza/CE;280000;70;Muito baixo (0,0000-0,2500);0,214317824;0;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;4000
lagoa redonda;Casa com 3 dormitórios à venda, 134 m² por R$ 550.000,00 - Lagoa Redonda - Fortaleza/CE;550000;134;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;4104,477612
pedras;Casa com 3 dormitórios à venda, 90 m² por R$ 235.000,00 - Pedras - Fortaleza/CE;235000;90;Baixo (0,2501-0,3500);0,263773032;425,73;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;2611,111111
parque santa maria;Casa com 2 dormitórios à venda, 70 m² por R$ 280.000,00 - Messejana - Fortaleza/CE;280000;70;Muito baixo (0,0000-0,2500);0,214317824;0;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;4000
mondubim;Casa com 3 dormitórios à venda por R$ 240.000,00 - Itaperi - Fortaleza/CE;240000;110;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;2181,818182
passare;Casa com 3 dormitórios à venda, 120 m² por R$ 450.000,00 - Passaré - Fortaleza/CE;450000;120;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;3750
maraponga;Casa com 3 dormitórios à venda, 118 m² por R$ 540.000,00 - Maraponga - Fortaleza/CE;540000;118;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;4576,271186
jardim cearense;Casa com 3 dormitórios à venda, 92 m² por R$ 550.000,00 - Jardim Cearense - Fortaleza/CE;550000;92;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;5978,26087
joaquim tavora;Casa com 4 dormitórios à venda por R$ 400.000,00 - Joaquim Távora - Fortaleza/CE;400000;177;Alto (0,5001-0,7000);0,662519548;1446,03;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;2259,887006
passare;Casa com 3 dormitórios à venda, 53 m² por R$ 321.960,00 - Passaré - Fortaleza/CE;321960;53;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;6074,716981
maraponga;Casa com 3 dormitórios à venda, 94 m² por R$ 280.000,00 - Maraponga - Fortaleza/CE;280000;94;Médio (0,3501-0,5000);0,390382558;916,44;36,505561856;19,918924788;36,715488744;6,044446589;0,701-0,800 (Médio);0,851594864;0,874788715;2978,723404
sao bento;Casa com 3 dormitórios à venda, 120 m² por R$ 420.000,00 - São Bento - Fortaleza/CE;420000;120;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;3500
jangurussu;Casa com 3 dormitórios à venda, 100 m² por R$ 300.000,00 - Jangurussu - Fortaleza/CE;300000;100;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;3000
jangurussu;Casa com 2 dormitórios à venda, 75 m² por R$ 270.000,00 - Jangurussu - Fortaleza/CE;270000;75;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;3600
jardim cearense;Casa com 3 dormitórios à venda, 98 m² por R$ 430.000,00 - Jardim Cearense - Fortaleza/CE;430000;98;Baixo (0,2501-0,3500);0,31815202;717,01;43,389690722;17,363573883;32,401374570;6,496219931;0,801-0,900 (Alto);0,710086364;0,785807154;4387,755102
passare;Casa com 3 dormitórios à venda, 95 m² por R$ 550.000,00 - Passaré - Fortaleza/CE;550000;95;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;5789,473684
itaperi;Casa com 3 dormitórios à venda, 60 m² por R$ 255.000,00 - Itaperi - Fortaleza/CE;255000;60;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;4250
passare;Casa Duplex à venda | Condomínio Vitória | em Passaré - Fortaleza - CE;480000;220;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;2181,818182
passare;Casa Duplex para Venda em Passaré Fortaleza-CE;600000;125;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;4800
lagoa redonda;Casa Plana Nova à Venda na Lagoa Redonda Fortaleza/CE;479000;110;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;4354,545455
edson queiroz;Casa com 4 dormitórios à venda, 322 m² por R$ 850.000,00 - Edson Queiroz - Fortaleza/CE;850000;322;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;2639,751553
edson queiroz;Casa com 3 dormitórios à venda, 180 m² por R$ 620.000,00 - Edson Queiroz - Fortaleza/CE;620000;180;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;3444,444444
lagoa redonda;Casa com 3 dormitórios à venda, 134 m² por R$ 550.000,00 - Lagoa Redonda - Fortaleza/CE;550000;134;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;4104,477612
lagoa redonda;Casa à venda, 119 m² por R$ 670.000,00 - Lagoa Redonda - Fortaleza/CE;670000;119;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;5630,252101
mucuripe;Casa à venda, 130 m² por R$ 640.000,00 - Varjota - Fortaleza/CE;640000;130;Muito alto (0,800-1,0000);0,793081592;2742,25;28,634744959;12,451002997;30,174467758;27,458816899;0,901-1,000 (Muito alto);0,885440082;0,851718415;4923,076923
praia de iracema;Casa com 2 dormitórios à venda, 105 m² por R$ 580.000,00 - Praia de Iracema - Fortaleza/CE;580000;105;Muito alto (0,800-1,0000);0,720062247;1903,17;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,874335556;0,871428206;5523,809524
sao bento;Vendo casa no São Bento - Fortaleza;390000;108;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;3611,111111
sao gerardo;Casa a venda no São Gerardo - Fortaleza - CE;570000;173170;Alto (0,5001-0,7000);0,594207804;1347,59;27,856327827;13,330356700;39,472639778;17,492682443;0,901-1,000 (Muito alto);0,920249156;0,892396638;3,291563204
aldeota;Casa com 2 dormitórios à venda por R$ 1.500.000,00 - Aldeota - Fortaleza/CE;1500000;673;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;2228,826152
cambeba;Casa com 4 dormitórios à venda, 184 m² por R$ 700.000,00 - Lago Jacarey - Fortaleza/CE;700000;184;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;3804,347826
sao bento;Casa com 3 dormitórios à venda, 118 m² por R$ 405.000,00 - São Bento - Fortaleza/CE;405000;118;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;3432,20339
edson queiroz;Casa com 4 dormitórios à venda, 336 m² por R$ 950.000,00 - Edson Queiroz - Fortaleza/CE;950000;336;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;2827,380952
paupina;Casa com 3 dormitórios à venda, 134 m² por R$ 699.000,00 - São Bento - Fortaleza/CE;699000;134;Muito baixo (0,0000-0,2500);0,246110737;486,79;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;5216,41791
meireles;Casa com 3 dormitórios à venda, 259 m² por R$ 1.650.000,00 - Meireles - Fortaleza/CE;1750000;259;Muito alto (0,800-1,0000);0,953077045;3659,54;12,116766906;9,848907144;33,387120434;44,591462520;0,901-1,000 (Muito alto);0,959006828;0,981075459;6756,756757
edson queiroz;Casa com 4 dormitórios à venda, 154 m² por R$ 729.000,00 - Edson Queiroz - Fortaleza/CE;729000;154;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;4733,766234
sao bento;Casa com 3 dormitórios à venda, 138 m² por R$ 430.000,00 - São Bento - Fortaleza/CE;430000;138;Muito baixo (0,0000-0,2500);0,198287378;434,74;49,469459426;21,989213596;25,691709520;2,842092061;0,701-0,800 (Médio);0,585923687;0,789779326;3115,942029
praia do futuro i;Casa com 3 dormitórios à venda, 117 m² por R$ 950.000 - Dunas - Fortaleza/CE;950000;117;Baixo (0,2501-0,3500);0,291364499;824,95;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;8119,65812
praia do futuro i;Casa com 3 dormitórios à venda, 117 m² por R$ 980.000 - Dunas - Fortaleza/CE;980000;117;Baixo (0,2501-0,3500);0,291364499;824,95;28,155522754;18,385100970;36,512672341;15,938569769;0,901-1,000 (Muito alto);0,886843825;0,860236427;8376,068376
barroso;Casa com 3 dormitórios à venda, 180 m² por R$ 350.000,00 - Messejana - Fortaleza/CE;350000;180;Muito baixo (0,0000-0,2500);0,186896646;393,71;40,856694632;18,839096924;31,246163290;8,119045995;0,801-0,900 (Alto);0,762284782;0,785576003;1944,444444
cambeba;Casa com 4 dormitórios à venda, 164 m² por R$ 480.000,00 - Lago Jacarey - Fortaleza/CE;480000;164;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;2926,829268
itaperi;Casa com 3 dormitórios à venda, 90 m² por R$ 385.000,00 - Itaperi - Fortaleza/CE;385000;90;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;4277,777778
cambeba;Casa com 4 dormitórios à venda, 166 m² por R$ 760.000,00 - Edson Queiroz - Fortaleza/CE;760000;166;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;4578,313253
lagoa redonda;Casa com 5 dormitórios à venda, 450 m² por R$ 5.900.000 - Alphaville Fortaleza;5900000;450;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;13111,11111
itaperi;Casa em condomínio à venda em Itaperi, Fortaleza;550000;184;Médio (0,3501-0,5000);0,368393967;798,25;40,134991280;17,956558175;32,352608095;8,393920862;0,801-0,900 (Alto);0,813293696;0,842930831;2989,130435
cambeba;Casa com 5 dormitórios à venda, 375 m² por R$ 1.400.000,00 - Cambeba - Fortaleza/CE;1400000;375;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;3733,333333
edson queiroz;Casa com 4 dormitórios à venda, 127 m² por R$ 619.900,00 - Edson Queiroz - Fortaleza/CE;619900;127;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;4881,102362
lagoa redonda;Casa com 3 dormitórios à venda, 252 m² por R$ 935.000,00 - Lagoa Redonda - Fortaleza/CE;935000;252;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;3710,31746
jangurussu;Casa com 3 dormitórios à venda, 116 m² por R$ 435.000,00 - Jangurussu - Fortaleza/CE;435000;116;Muito baixo (0,0000-0,2500);0,172086984;416,9;44,871281532;22,669995525;25,724851026;3,438773347;0,701-0,800 (Médio);0,791911127;0,781121014;3750
edson queiroz;Casa com 5 dormitórios à venda, 243 m² por R$ 950.000,00 - Edson Queiroz - Fortaleza/CE;950000;243;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;3909,465021
edson queiroz;Casa com 5 dormitórios à venda, 410 m² por R$ 1.300.000,00 - Edson Queiroz - Fortaleza/CE;1300000;410;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;3170,731707
passare;Casa com 3 dormitórios à venda, 145 m² por R$ 499.000,00 - Passaré - Fortaleza/CE;499000;145;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;3441,37931
lagoa redonda;Casa com 3 dormitórios à venda, 156 m² por R$ 360.000,00 - Lagoa Redonda - Fortaleza/CE;360000;156;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;2307,692308
lagoa redonda;Casa com 3 dormitórios à venda, 96 m² por R$ 365.000,00 - Lagoa Redonda - Fortaleza/CE;365000;96;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;3802,083333
edson queiroz;Casa com 5 dormitórios à venda, 540 m² por R$ 1.450.000,00 - Edson Queiroz - Fortaleza/CE;1450000;540;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;2685,185185
mondubim;Casa com 3 dormitórios à venda, 115 m² por R$ 830.000,00 - Mondubim - Fortaleza/CE;830000;115;Muito baixo (0,0000-0,2500);0,232790791;500,06;42,399046155;20,863794672;31,702801920;4,576260550;0,701-0,800 (Médio);0,800166323;0,824973502;7217,391304
passare;Casa com 3 dormitórios à venda, 98 m² por R$ 480.000,00 - Passaré - Fortaleza/CE;480000;98;Muito baixo (0,0000-0,2500);0,224672553;619,47;45,353468304;17,948414015;28,860651463;7,702337490;0,801-0,900 (Alto);0,747949696;0,803322248;4897,959184
vila uniao;Casa com 4 dormitórios à venda, 217 m² por R$ 1.000.000,00 - Vila União - Fortaleza/CE;1000000;217;Médio (0,3501-0,5000);0,467078586;908,56;43,512170577;18,812503931;28,662180011;8,236367067;0,801-0,900 (Alto);0,861434761;0,818736264;4608,294931
dionisio torres;Casa com 3 dormitórios à venda, 345 m² por R$ 1.300.000,00 - Dionisio Torres - Fortaleza/C;1300000;345;Muito alto (0,800-1,0000);0,859689667;2707,35;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;3768,115942
joaquim tavora;Casa com 5 dormitórios à venda, 319 m² por R$ 1.100.000,00 - Dionisio Torres - Fortaleza/C;1100000;319;Alto (0,5001-0,7000);0,662519548;1446,03;21,701616731;12,380978974;36,327590540;29,506045291;0,901-1,000 (Muito alto);0,966210918;0,949667769;3448,275862
edson queiroz;Casa com 4 dormitórios à venda, 177 m² por R$ 695.000,00 - Edson Queiroz - Fortaleza/CE;695000;178;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;3904,494382
cambeba;Casa com 4 dormitórios à venda, 366 m² por R$ 1.790.000,00 - Cambeba - Fortaleza/CE;1790000;366;Alto (0,5001-0,7000);0,517592175;1628,07;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;4890,710383
edson queiroz;Casa com 3 dormitórios à venda, 185 m² por R$ 690.000,00 - Edson Queiroz - Fortaleza/CE;730000;185;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;3945,945946
aldeota;Casa com 5 dormitórios à venda, 253 m² por R$ 1.350.000,00 - Aldeota - Fortaleza/CE;1350000;253;Muito alto (0,800-1,0000);0,866564809;2901,57;14,701582498;10,349072815;32,870809716;41,403985740;0,901-1,000 (Muito alto);0,933232618;0,976812435;5335,968379
edson queiroz;Casa com 4 dormitórios à venda, 162 m² por R$ 735.000,00 - Edson Queiroz - Fortaleza/CE;735000;162;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;4537,037037
jose de alencar;Casa com 4 dormitórios à venda, 203 m² por R$ 799.000,00 - José de Alencar - Fortaleza/CE;799000;203;Médio (0,3501-0,5000);0,376978555;1290,87;39,531777539;17,857010351;25,652060995;16,328423552;0,801-0,900 (Alto);0,679578618;0,813346747;3935,960591
sabiaguaba;Casa com 4 dormitórios à venda, 180 m² por R$ 1.416.765,00 - Sabiaguaba - Fortaleza/CE;1416765;180;Baixo (0,2501-0,3500);0,267301809;549,83;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;7870,916667
edson queiroz;Casa com 3 dormitórios à venda, 123 m² por R$ 639.900,00 - Edson Queiroz - Fortaleza/CE;639900;123;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;5202,439024
edson queiroz;Casa com 3 dormitórios à venda, 400 m² por R$ 1.300.000,00 - Edson Queiroz - Fortaleza/CE;1299000;400;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;3247,5
conjunto ceara ii;Casa com 8 dormitórios à venda, 500 m² por R$ 550.000,00 - Conjunto Ceará - Fortaleza/CE;550000;500;Médio (0,3501-0,5000);0,361724536;589,31;48,279658171;17,768780087;29,775721163;3,692577527;0,501-0,700 (Baixo);0,810477991;0,813561102;1100
parque manibura;Casa com 4 dormitórios à venda, 150 m² por R$ 790.000,00 - Parque Manibura - Fortaleza/CE;790000;150;Alto (0,5001-0,7000);0,578017912;1591,49;46,732432432;19,432432432;26,132432432;7,324324324;0,801-0,900 (Alto);0,852470943;0,920787325;5266,666667
edson queiroz;Casa com 3 dormitórios à venda, 140 m² por R$ 599.000,00 - Edson Queiroz - Fortaleza/CE;599000;140;Médio (0,3501-0,5000);0,350300888;919,55;36,129502261;18,401148465;33,241199032;12,076021512;0,801-0,900 (Alto);0,764487418;0,724787651;4278,571429
barra do ceara;Casa com 4 dormitórios à venda, 280 m² por R$ 510.000,00 - Barra do Ceará - Fortaleza/CE;510000;280;Muito baixo (0,0000-0,2500);0,215715745;398,61;49,425457172;22,871729210;24,403296234;2,761088677;0,801-0,900 (Alto);0,873025616;0,711391675;1821,428571
lagoa redonda;Casa com 3 dormitórios à venda, 83 m² por R$ 320.000,00 - Lagoa Redonda - Fortaleza/CE;320000;83;Baixo (0,2501-0,3500);0,252678506;544,16;46,732432432;19,432432432;26,132432432;7,324324324;0,701-0,800 (Médio);0,812300179;0,791664593;3855,421687
